"System Time","RDTSC","Elapsed Time (sec)","CPU Utilization(%)","CPU Frequency_0(MHz)","CPU Min Frequency_0(MHz)","CPU Max Frequency_0(MHz)","CPU Requsted Frequency_0(MHz)","Processor Power_0(Watt)","Cumulative Processor Energy_0(Joules)","Cumulative Processor Energy_0(mWh)","IA Power_0(Watt)","Cumulative IA Energy_0(Joules)","Cumulative IA Energy_0(mWh)","Package Temperature_0(C)","Package Hot_0","CPU Min Temperature_0(C)","CPU Max Temperature_0(C)","DRAM Power_0(Watt)","Cumulative DRAM Energy_0(Joules)","Cumulative DRAM Energy_0(mWh)","Package Power Limit_0(Watt)","GT Frequency(MHz)","GT Requsted Frequency(MHz)"
"14:46:21:616","22297752011778","  39.037","  11.758"," 1732"," 1100"," 3000"," 1757","   2.757"," 100.590","  27.942","   1.567","  69.385","  19.274"," 42","0"," 39"," 45","   0.851","  24.671","   6.853","  15.000","    0","    0"
"14:46:21:949","22298216562294","  39.371","  10.400"," 1472"," 1100"," 2600"," 1480","   2.152"," 101.308","  28.141","   1.095","  69.750","  19.375"," 41","0"," 39"," 42","   0.793","  24.935","   6.926","  15.000","  500","  500"
"14:46:22:282","22298680293990","  39.704","  10.056"," 1452"," 1100"," 2000"," 1454","   1.948"," 101.957","  28.321","   1.041","  70.097","  19.471"," 41","0"," 39"," 43","   0.629","  25.145","   6.985","  15.000","    0","    0"
"14:46:22:616","22299144376484","  40.037","  11.555"," 1715"," 1100"," 3100"," 1742","   2.806"," 102.892","  28.581","   1.634","  70.641","  19.623"," 42","0"," 39"," 44","   0.838","  25.424","   7.062","  15.000","    0","    0"
"14:46:22:949","22299608580772","  40.371","   9.620"," 1516"," 1100"," 2600"," 1524","   2.069"," 103.582","  28.773","   1.066","  70.997","  19.721"," 41","0"," 39"," 42","   0.786","  25.686","   7.135","  15.000","    0","    0"
"14:46:23:283","22300073115572","  40.705","  16.211"," 2215"," 1100"," 3300"," 2504","   4.673"," 105.142","  29.206","   3.640","  72.211","  20.059"," 41","0"," 39"," 47","   0.789","  25.950","   7.208","  15.000","    0","    0"
"14:46:23:617","22300538208636","  41.039","  11.897"," 1696"," 1100"," 3000"," 1709","   2.693"," 106.041","  29.456","   1.558","  72.732","  20.203"," 42","0"," 39"," 45","   0.756","  26.202","   7.278","  15.000","    0","    0"
"14:46:23:951","22301003155722","  41.373","  10.151"," 1480"," 1100"," 2600"," 1485","   2.141"," 106.756","  29.655","   1.082","  73.093","  20.304"," 42","0"," 39"," 43","   0.688","  26.432","   7.342","  15.000","    0","    0"
"14:46:24:284","22301466810202","  41.706","  10.140"," 1457"," 1100"," 2000"," 1461","   1.935"," 107.401","  29.834","   1.029","  73.436","  20.399"," 41","0"," 39"," 42","   0.627","  26.641","   7.400","  15.000","    0","    0"
"14:46:24:618","22301930676472","  42.039","  11.206"," 1760"," 1100"," 3400"," 1787","   3.008"," 108.404","  30.112","   1.828","  74.045","  20.568"," 42","0"," 39"," 45","   0.889","  26.937","   7.483","  15.000","    0","    0"
"14:46:24:951","22302394380458","  42.372","  10.105"," 1481"," 1100"," 2000"," 1487","   2.048"," 109.086","  30.302","   1.081","  74.405","  20.668"," 41","0"," 39"," 43","   0.723","  27.178","   7.549","  15.000","    0","    0"
"14:46:25:285","22302859359944","  42.706","  10.206"," 1444"," 1100"," 2000"," 1450","   1.991"," 109.751","  30.486","   1.042","  74.753","  20.765"," 41","0"," 39"," 42","   0.655","  27.397","   7.610","  15.000","    0","    0"
"14:46:25:618","22303323339704","  43.039","  11.885"," 1772"," 1100"," 3200"," 1794","   2.938"," 110.730","  30.758","   1.740","  75.333","  20.926"," 42","0"," 39"," 46","   0.814","  27.668","   7.686","  15.000","    0","    0"
"14:46:25:952","22303788301478","  43.374","  10.201"," 1512"," 1100"," 2000"," 1517","   2.198"," 111.464","  30.962","   1.117","  75.707","  21.030"," 41","0"," 39"," 42","   0.798","  27.935","   7.760","  15.000","    0","    0"
"14:46:26:286","22304253276322","  43.708","  10.475"," 1456"," 1100"," 2000"," 1463","   1.992"," 112.130","  31.147","   1.075","  76.066","  21.129"," 41","0"," 39"," 42","   0.625","  28.143","   7.818","  15.000","    0","    0"
"14:46:26:619","22304717024272","  44.041","  11.140"," 1706"," 1100"," 3500"," 1718","   2.749"," 113.045","  31.401","   1.558","  76.585","  21.274"," 41","0"," 39"," 45","   0.898","  28.443","   7.901","  15.000","    0","    0"
"14:46:26:953","22305181077792","  44.374","  10.384"," 1465"," 1100"," 2000"," 1470","   2.102"," 113.746","  31.596","   1.098","  76.951","  21.375"," 41","0"," 39"," 42","   0.788","  28.705","   7.974","  15.000","    0","    0"
"14:46:27:286","22305645203464","  44.707","   9.597"," 1474"," 1100"," 2000"," 1479","   1.968"," 114.402","  31.778","   1.027","  77.293","  21.470"," 41","0"," 39"," 42","   0.706","  28.941","   8.039","  15.000","    0","    0"
"14:46:27:619","22306109085894","  45.041","  12.411"," 1809"," 1100"," 3100"," 1814","   3.008"," 115.405","  32.057","   1.805","  77.895","  21.637"," 41","0"," 39"," 44","   0.914","  29.246","   8.124","  15.000","    0","    0"
"14:46:27:952","22306572711050","  45.374","  10.134"," 1499"," 1100"," 2600"," 1507","   2.156"," 116.123","  32.256","   1.110","  78.265","  21.740"," 42","0"," 39"," 43","   0.783","  29.506","   8.196","  15.000","    0","    0"
"14:46:28:286","22307036571436","  45.707","  10.243"," 1447"," 1100"," 2000"," 1450","   2.023"," 116.797","  32.444","   1.065","  78.619","  21.839"," 41","0"," 39"," 43","   0.697","  29.739","   8.261","  15.000","    0","    0"
"14:46:28:620","22307501671044","  46.041","  11.033"," 1775"," 1100"," 3100"," 1776","   2.897"," 117.765","  32.712","   1.713","  79.192","  21.998"," 42","0"," 39"," 44","   0.894","  30.037","   8.344","  15.000","    0","    0"
"14:46:28:954","22307966615984","  46.375","   9.915"," 1487"," 1100"," 2600"," 1493","   2.039"," 118.446","  32.902","   1.072","  79.550","  22.097"," 42","0"," 39"," 42","   0.735","  30.283","   8.412","  15.000","    0","    0"
"14:46:29:288","22308431590184","  46.709","  10.191"," 1443"," 1100"," 2300"," 1441","   1.920"," 119.087","  33.080","   1.018","  79.890","  22.192"," 41","0"," 39"," 42","   0.629","  30.493","   8.470","  15.000","    0","    0"
"14:46:29:622","22308896632244","  47.043","  11.492"," 1783"," 1100"," 3100"," 1811","   2.842"," 120.037","  33.344","   1.648","  80.440","  22.345"," 42","0"," 39"," 44","   0.844","  30.775","   8.549","  15.000","    0","    0"
"14:46:29:956","22309361586280","  47.377","  10.371"," 1457"," 1100"," 2600"," 1461","   2.101"," 120.739","  33.539","   1.047","  80.790","  22.442"," 41","0"," 39"," 43","   0.742","  31.023","   8.617","  15.000","    0","    0"
"14:46:30:289","22309825451528","  47.711","   9.668"," 1462"," 1100"," 2000"," 1461","   1.977"," 121.397","  33.722","   1.017","  81.129","  22.536"," 41","0"," 39"," 42","   0.720","  31.263","   8.684","  15.000","    0","    0"
"14:46:30:623","22310290457958","  48.045","  10.844"," 1748"," 1100"," 3200"," 1789","   2.903"," 122.367","  33.991","   1.702","  81.698","  22.694"," 42","0"," 39"," 47","   0.919","  31.570","   8.769","  15.000","    0","    0"
"14:46:30:957","22310755408702","  48.379","  10.446"," 1453"," 1100"," 2000"," 1458","   2.037"," 123.048","  34.180","   1.055","  82.050","  22.792"," 42","0"," 39"," 43","   0.767","  31.826","   8.840","  15.000","    0","    0"
"14:46:31:291","22311219919386","  48.712","  10.136"," 1467"," 1100"," 2000"," 1473","   2.042"," 123.729","  34.369","   1.063","  82.405","  22.890"," 41","0"," 39"," 43","   0.731","  32.070","   8.908","  15.000","    0","    0"
"14:46:31:625","22311684979780","  49.046","  11.276"," 1655"," 1100"," 3500"," 1662","   2.792"," 124.661","  34.628","   1.597","  82.938","  23.038"," 41","0"," 39"," 47","   0.966","  32.392","   8.998","  15.000","    0","    0"
"14:46:31:959","22312149568244","  49.380","  10.173"," 1449"," 1100"," 2000"," 1455","   2.136"," 125.375","  34.826","   1.057","  83.291","  23.136"," 41","0"," 39"," 43","   0.789","  32.656","   9.071","  15.000","    0","    0"
"14:46:32:293","22312614572206","  49.714","  10.188"," 1465"," 1100"," 2000"," 1470","   2.015"," 126.048","  35.013","   1.053","  83.643","  23.234"," 42","0"," 39"," 43","   0.707","  32.892","   9.137","  15.000","    0","    0"
"14:46:32:627","22313079588712","  50.048","  12.237"," 1640"," 1100"," 3100"," 1652","   2.703"," 126.951","  35.264","   1.523","  84.152","  23.375"," 41","0"," 39"," 45","   0.935","  33.204","   9.223","  15.000","    0","    0"
"14:46:32:961","22313544619720","  50.382","   9.903"," 1449"," 1100"," 2000"," 1457","   2.045"," 127.634","  35.454","   1.041","  84.500","  23.472"," 41","0"," 39"," 42","   0.773","  33.462","   9.295","  15.000","    0","    0"
"14:46:33:295","22314009617294","  50.716","  14.072"," 2303"," 1100"," 3700"," 2409","   5.165"," 129.359","  35.933","   4.116","  85.875","  23.854"," 43","0"," 39"," 51","   0.872","  33.754","   9.376","  15.000","    0","    0"
"14:46:33:629","22314474087678","  51.050","  11.863"," 1741"," 1100"," 3400"," 1764","   2.855"," 130.312","  36.198","   1.634","  86.420","  24.006"," 42","0"," 40"," 44","   0.858","  34.040","   9.456","  15.000","    0","    0"
"14:46:33:962","22314937984626","  51.383","  10.656"," 1543"," 1100"," 2600"," 1543","   2.263"," 131.066","  36.407","   1.180","  86.813","  24.115"," 41","0"," 39"," 43","   0.796","  34.305","   9.529","  15.000","    0","    0"
"14:46:34:295","22315401699338","  51.716","  14.022"," 2054"," 1100"," 3400"," 2185","   3.579"," 132.258","  36.738","   2.533","  87.657","  24.349"," 42","0"," 39"," 47","   0.864","  34.593","   9.609","  15.000","    0","    0"
"14:46:34:628","22315865427094","  52.050","  12.075"," 1751"," 1100"," 3200"," 1775","   2.879"," 133.217","  37.005","   1.693","  88.221","  24.506"," 42","0"," 39"," 45","   0.826","  34.868","   9.686","  15.000","    0","    0"
"14:46:34:961","22316329391940","  52.383","  10.231"," 1460"," 1100"," 2000"," 1467","   2.021"," 133.891","  37.192","   1.077","  88.580","  24.606"," 41","0"," 39"," 42","   0.733","  35.112","   9.753","  15.000","    0","    0"
"14:46:35:295","22316793191682","  52.716","   9.973"," 1442"," 1100"," 2000"," 1449","   1.977"," 134.550","  37.375","   1.019","  88.920","  24.700"," 41","0"," 39"," 42","   0.681","  35.339","   9.816","  15.000","    0","    0"
"14:46:35:628","22317256904826","  53.049","  11.465"," 1721"," 1100"," 3000"," 1742","   2.658"," 135.435","  37.621","   1.506","  89.421","  24.839"," 42","0"," 39"," 45","   0.924","  35.647","   9.902","  15.000","    0","    0"
"14:46:35:961","22317720747406","  53.382","  11.445"," 1501"," 1100"," 2200"," 1509","   2.270"," 136.191","  37.831","   1.200","  89.821","  24.950"," 41","0"," 39"," 42","   0.821","  35.921","   9.978","  15.000","    0","    0"
"14:46:36:294","22318184478626","  53.716","  15.803"," 1578"," 1100"," 2600"," 1582","   2.741"," 137.104","  38.085","   1.767","  90.410","  25.114"," 42","0"," 40"," 43","   0.699","  36.154","  10.043","  15.000","    0","    0"
"14:46:36:627","22318648306186","  54.049","  23.133"," 1756"," 1100"," 3100"," 1763","   4.347"," 138.553","  38.487","   3.136","  91.455","  25.404"," 42","0"," 39"," 46","   0.814","  36.425","  10.118","  15.000","    0","    0"
"14:46:36:961","22319112201902","  54.382","  21.631"," 1496"," 1100"," 2600"," 1500","   3.248"," 139.635","  38.788","   2.240","  92.201","  25.611"," 42","0"," 40"," 44","   0.648","  36.641","  10.178","  15.000","    0","    0"
"14:46:37:294","22319576072554","  54.715","  21.264"," 1552"," 1100"," 2600"," 1556","   3.282"," 140.729","  39.091","   2.304","  92.969","  25.825"," 42","0"," 40"," 43","   0.632","  36.852","  10.237","  15.000","    0","    0"
"14:46:37:627","22320039682596","  55.048","  24.205"," 1931"," 1100"," 3500"," 1944","   5.050"," 142.411","  39.559","   3.793","  94.233","  26.176"," 43","0"," 40"," 48","   0.829","  37.128","  10.313","  15.000","    0","    0"
"14:46:37:961","22320504639160","  55.382","  18.375"," 1577"," 1100"," 2900"," 1586","   2.871"," 143.370","  39.825","   2.057","  94.920","  26.367"," 42","0"," 40"," 45","   0.509","  37.298","  10.360","  15.000","    0","    0"
"14:46:38:294","22320968337070","  55.715","   9.466"," 2231"," 1100"," 2900"," 2255","   2.313"," 144.141","  40.039","   1.808","  95.522","  26.534"," 42","0"," 40"," 45","   0.417","  37.437","  10.399","  15.000","    0","    0"
"14:46:38:628","22321433365940","  56.050","   4.416"," 1664"," 1100"," 2900"," 1675","   1.168"," 144.531","  40.147","   0.575","  95.714","  26.587"," 42","0"," 39"," 43","   0.457","  37.590","  10.442","  15.000","    0","    0"
"14:46:38:962","22321898391322","  56.384","   3.969"," 1700"," 1100"," 2900"," 1756","   0.901"," 144.832","  40.231","   0.537","  95.893","  26.637"," 42","0"," 39"," 43","   0.368","  37.712","  10.476","  15.000","    0","    0"
"14:46:39:296","22322363403560","  56.718","   7.656"," 1704"," 1100"," 2800"," 1738","   1.857"," 145.452","  40.403","   0.874","  96.185","  26.718"," 42","0"," 39"," 43","   0.553","  37.897","  10.527","  15.000","    0","    0"
"14:46:39:630","22322828316298","  57.052","   5.298"," 1594"," 1100"," 3000"," 1601","   1.377"," 145.912","  40.531","   0.586","  96.381","  26.773"," 41","0"," 39"," 42","   0.520","  38.071","  10.575","  15.000","    0","    0"
"14:46:39:964","22323293348686","  57.386","   1.983"," 1197"," 1100"," 1200"," 1200","   0.412"," 146.049","  40.569","   0.130","  96.425","  26.785"," 42","0"," 39"," 42","   0.297","  38.170","  10.603","  15.000","    0","    0"
"14:46:40:298","22323758364168","  57.720","   1.715"," 1197"," 1100"," 1200"," 1200","   0.347"," 146.165","  40.602","   0.095","  96.456","  26.793"," 41","0"," 39"," 42","   0.285","  38.265","  10.629","  15.000","    0","    0"
"14:46:40:632","22324223384740","  58.054","   5.424"," 1880"," 1100"," 2800"," 2001","   1.742"," 146.747","  40.763","   0.766","  96.712","  26.865"," 41","0"," 39"," 42","   0.715","  38.504","  10.696","  15.000","    0","    0"
"14:46:40:966","22324688422350","  58.388","   2.460"," 1209"," 1100"," 2100"," 1200","   0.525"," 146.923","  40.812","   0.183","  96.773","  26.881"," 42","0"," 39"," 42","   0.336","  38.616","  10.727","  15.000","    0","    0"
"14:46:41:301","22325153463532","  58.722","   1.624"," 1197"," 1100"," 1200"," 1200","   0.385"," 147.051","  40.848","   0.136","  96.819","  26.894"," 42","0"," 38"," 42","   0.285","  38.711","  10.753","  15.000","    0","    0"
"14:46:41:634","22325617137258","  59.055","   4.550"," 1566"," 1100"," 2600"," 1574","   1.094"," 147.416","  40.949","   0.506","  96.987","  26.941"," 41","0"," 38"," 41","   0.476","  38.870","  10.797","  15.000","    0","    0"
"14:46:41:968","22326082141346","  59.389","   2.163"," 1198"," 1100"," 1400"," 1200","   0.594"," 147.614","  41.004","   0.163","  97.041","  26.956"," 41","0"," 39"," 41","   0.439","  39.017","  10.838","  15.000","    0","    0"
"14:46:42:302","22326547159472","  59.723","   2.371"," 1197"," 1100"," 1200"," 1200","   0.455"," 147.766","  41.046","   0.180","  97.101","  26.973"," 41","0"," 38"," 42","   0.295","  39.115","  10.865","  15.000","    0","    0"
"14:46:42:636","22327012197948","  60.057","   5.015"," 1578"," 1100"," 2600"," 1579","   1.153"," 148.152","  41.153","   0.535","  97.280","  27.022"," 41","0"," 38"," 42","   0.485","  39.277","  10.910","  15.000","    0","    0"
"14:46:42:970","22327477205258","  60.391","   1.890"," 1197"," 1100"," 1200"," 1200","   0.479"," 148.312","  41.198","   0.130","  97.323","  27.034"," 41","0"," 39"," 42","   0.330","  39.388","  10.941","  15.000","    0","    0"
"14:46:43:303","22327941269036","  60.725","   4.089"," 1626"," 1100"," 3100"," 1659","   0.841"," 148.592","  41.276","   0.545","  97.505","  27.085"," 42","0"," 38"," 42","   0.318","  39.494","  10.970","  15.000","    0","    0"
"14:46:43:637","22328406352874","  61.059","   7.915"," 2627"," 1100"," 3700"," 2689","   3.534"," 149.773","  41.604","   2.843","  98.455","  27.349"," 41","0"," 39"," 50","   0.618","  39.700","  11.028","  15.000","    0","    0"
"14:46:43:971","22328871366772","  61.393","   2.231"," 1201"," 1100"," 1600"," 1200","   0.563"," 149.961","  41.656","   0.157","  98.507","  27.363"," 41","0"," 38"," 42","   0.375","  39.826","  11.063","  15.000","    0","    0"
"14:46:44:306","22329336384172","  61.727","   1.851"," 1197"," 1100"," 1200"," 1200","   0.390"," 150.091","  41.692","   0.111","  98.544","  27.373"," 41","0"," 39"," 42","   0.286","  39.921","  11.089","  15.000","    0","    0"
"14:46:44:639","22329801255274","  62.061","   4.347"," 1580"," 1100"," 2600"," 1585","   1.079"," 150.452","  41.792","   0.478","  98.704","  27.418"," 41","0"," 38"," 42","   0.478","  40.081","  11.134","  15.000","    0","    0"
"14:46:44:974","22330266278866","  62.395","   2.219"," 1200"," 1100"," 1400"," 1200","   0.470"," 150.609","  41.836","   0.146","  98.753","  27.431"," 41","0"," 38"," 41","   0.302","  40.182","  11.162","  15.000","    0","    0"
"14:46:45:308","22330731300496","  62.729","   1.823"," 1197"," 1100"," 1200"," 1200","   0.405"," 150.744","  41.873","   0.145","  98.801","  27.445"," 41","0"," 38"," 41","   0.289","  40.278","  11.188","  15.000","    0","    0"
"14:46:45:642","22331196298452","  63.063","   4.756"," 1659"," 1100"," 2600"," 1657","   1.265"," 151.167","  41.991","   0.575","  98.993","  27.498"," 41","0"," 38"," 42","   0.518","  40.451","  11.236","  15.000","    0","    0"
